Company,Exchange,Ticker,Industry,Year Founded,Locations,Number of Employees,S&P Credit Rating (FC LT),S&P Credit Rating (LC LT),Type,NOSH,Price ($USD),Total Enterprise Value ($USDmm),Total Revenue ($USDmm),Gross Profit ($USDmm),EBITDA ($USDmm),EBIT ($USDmm),Net Income ($USDmm),Cash And Equivalents ($USDmm),"Net Property, Plant & Equipment ($USDmm)",Total Assets ($USDmm),Total Debt ($USDmm),Total Equity ($USDmm),Basic EPS ($USD),EPS - Capital IQ ($USD),EPS - # of Estimates Y+1,EBITDA Estimate ($USDmm),EBITDA - # of Estimates Y+1,EBIT Estimate ($USDmm),EBIT - # of Estimates Y+1,Market Cap ($USDmm),TEV/Revenue,TEV/EBITDA,TEV/EBIT,P/E
"Applied Materials, Inc. ",NasdaqGS,AMAT,Information Technology,1967,US/CA,31900,A,A,Public Company,860.3,105.0,92240.5,23063.0,11837.0,8274.0,7848.0,6646.0,4995.0,2228.0,25825.0,5753.0,12247.0,7.53,8.1,27,8443.8,15,8113.58,19,90331.5,3.999501365824047,11.148235436306502,11.753376656472987,13.944223107569721
Canadian Pacific Railway Limited ,TSX,CP,Industrials,1881,US/CA,12711,BBB+,BBB+,Public Company,929.9,81.27,91179.2,6317.7,3458.7,3328.3,2715.0,1831.5,54.5,16723.2,53874.0,16128.1,26731.9,2.26,3.29,26,4427.1,17,3616.59,22,75572.973,14.432340883549394,27.395126641228252,33.583499079189686,35.96017699115045
"American Electric Power Company, Inc. ",NasdaqGS,AEP,Utilities,1906,US/CA,16688,A-,A-,Public Company,513.7,103.38,90816.6,16792.0,8205.5,6895.1,3901.3,2574.1,403.4,66579.6,87668.7,37159.6,22680.2,5.09,5.23,16,6671.5,11,3851.4,12,53106.306000000004,5.408325393044307,13.171179533291758,23.278548176248943,20.31041257367387
"Analog Devices, Inc. ",NasdaqGS,ADI,Information Technology,1965,US/CA,24700,A-,A-,Public Company,514.3,167.07,90658.9,7318.3,7114.0,5415.5,3211.7,1888.0,1978.0,2258.6,52322.1,7118.2,37992.5,3.69,9.63,24,6201.0,3,5929.72,19,85924.101,12.387972616591284,16.740633367186778,28.22769872653112,45.27642276422764
Bayer Aktiengesellschaft ,XTRA,BAYN,Health Care,1863,EU,101914,BBB,BBB,Public Company,982.4,54.37,89910.6,50131.9,31601.5,6851.3,5417.1,4431.3,5190.5,14429.7,136746.3,46482.4,37720.9,4.51,8.4,16,13260.8,14,9250.21,9,53413.087999999996,1.793480797655784,13.123144512720215,16.597552195824335,12.055432372505543
FedEx Corporation ,NYSE,FDX,Industrials,1971,US/CA,446000,BBB,BBB,Public Company,259.9,228.03,89563.7,93512.0,23411.0,9977.0,6007.0,3826.0,6897.0,54704.0,85994.0,37194.0,24939.0,14.5,22.9,27,11844.3,18,7689.51,23,59264.996999999996,0.9577776114295491,8.977017139420667,14.909888463459296,15.726206896551725
Northrop Grumman Corporation ,NYSE,NOC,Industrials,1939,US/CA,88000,BBB+,BBB+,Public Company,154.7,494.48,89484.6,35667.0,7317.0,8757.0,7479.0,5674.0,3530.0,9549.0,42579.0,14657.0,12926.0,36.1,26.0,14,5027.8,8,3709.03,13,76496.056,2.508890571116158,10.218636519355945,11.964781387886081,13.697506925207756
Saudi Basic Industries Corporation ,SASE,2010,Materials,1976,AFME,35000,A-,A-,Public Company,3000.0,27.63,89297.8,46582.1,15449.5,12008.6,8716.4,6652.3,11028.1,36591.7,84819.7,10270.7,56424.2,2.22,2.07,6,12222.7,8,8169.16,7,82890.0,1.9169981602375163,7.4361540895691425,10.244802900279932,12.445945945945944
CSX Corporation ,NasdaqGS,CSX,Industrials,1978,US/CA,21712,BBB+,BBB+,Public Company,2141.2,33.98,88712.4,12522.0,7098.0,7098.0,5642.0,3939.0,2239.0,33516.0,40531.0,16908.0,13500.0,1.79,1.94,24,7630.0,18,6044.18,21,72757.97599999998,7.084523239099185,12.498224852071004,15.723573200992554,18.983240223463685
"América Móvil, S.A.B. de C.V. ",BMV,AMX L,Communication Services,2000,LATAM,179942,A-,A-,Public Company,63753.0,0.926,87966.6,41732.4,25892.2,14100.7,7379.3,9538.5,1886.8,40075.6,82419.9,32325.3,22147.8,0.147,0.075,6,17454.5,13,9251.01,12,59035.278000000006,2.107873019524398,6.238456246852993,11.920724187931105,6.299319727891157
"Becton, Dickinson and Company ",NYSE,BDX,Health Care,1897,US/CA,75000,BBB,BBB,Public Company,285.2,260.01,87948.6,20248.0,9486.0,5456.0,3183.0,1756.0,2283.0,6839.0,53866.0,18080.0,23677.0,5.84,11.7,14,5190.5,6,4383.66,11,74154.852,4.343569735282498,16.119611436950148,27.63072573044298,44.522260273972606
"Fiserv, Inc. ",NasdaqGS,FISV,Information Technology,1984,US/CA,44000,BBB,BBB,Public Company,639.6,107.27,87929.2,16226.0,8738.0,5937.0,2743.0,2028.0,835.0,2317.0,76249.0,21974.0,31950.0,3.1,6.92,32,7458.2,20,6136.19,27,68609.892,5.419031184518674,14.810375610577733,32.055851257746994,34.60322580645161
MERCK Kommanditgesellschaft auf Aktien ,XTRA,MRK,Health Care,1668,EU,62770,A,A,Public Company,434.8,178.29,87647.8,22389.4,13657.7,6252.4,4682.2,3461.2,2159.7,8207.7,51588.8,12283.6,24355.7,7.96,10.2,16,7295.2,14,5278.77,10,77520.492,3.9147007065843655,14.018264986245283,18.71936269275127,22.39824120603015
"Waste Management, Inc. ",NYSE,WM,Industrials,1987,US/CA,48500,A-,A-,Public Company,413.3,174.63,85565.8,17931.0,7125.0,5186.0,3169.0,2144.0,118.0,14870.0,29097.0,13928.0,7126.0,5.15,6.05,17,5702.1,16,3665.47,13,72174.579,4.771948022976967,16.49938295410721,27.00088355948249,33.908737864077665
"The TJX Companies, Inc. ",NYSE,TJX,Consumer Discretionary,1962,US/CA,340000,A,A,Public Company,1171.6,65.09,85364.8,48550.0,17176.3,5483.0,4607.9,3360.0,6226.8,14124.8,28461.5,12507.0,6003.0,2.84,3.29,19,6044.3,15,5106.36,16,76259.444,1.7582863027806386,15.568995075688493,18.525749256711304,22.919014084507044
Exelon Corporation ,NasdaqGS,EXC,Utilities,1999,US/CA,31518,BBB+,BBB+,Public Company,993.5,45.82,83391.7,36347.0,10593.0,7250.0,4616.0,2656.0,1182.0,82693.0,133013.0,43509.0,34795.0,2.71,2.31,16,7298.1,11,3987.85,12,45522.17,2.294321402041434,11.502303448275862,18.06579289428076,16.907749077490774
Schneider Electric S.E. ,ENXTPA,SU,Industrials,1836,EU,128000,A-,A-,Public Company,555.1,126.89,83377.2,32872.7,13249.0,6072.5,5153.7,3310.7,2981.9,4351.2,62034.6,12374.6,31967.5,5.95,7.53,14,6717.3,13,5724.67,13,70436.63900000001,2.536366042339084,13.730292301358583,16.17812445427557,21.326050420168066
L'Air Liquide S.A. ,ENXTPA,AI,Materials,1902,EU,66400,A,A,Public Company,521.7,131.65,82863.8,26537.9,15544.5,6549.8,4424.3,2757.4,2555.0,25624.4,53204.9,15881.0,25018.5,5.3,6.11,22,7287.4,20,4830.39,21,68681.80500000001,3.1224701276287874,12.651348132767414,18.72924530434193,24.839622641509436
Poste Italiane S.p.A. ,BIT,PST,Financials,1862,EU,119000,BBB,BBB,Public Company,1298.6,8.02,81682.2,36062.8,3850.1,3277.2,2685.6,1848.2,9050.4,3847.4,323812.1,119070.9,13772.3,1.42,1.26,6,3093.9,5,2242.53,8,10414.771999999999,2.2649988353649744,24.924386671548884,30.414879356568363,5.647887323943662
Zoetis Inc. ,NYSE,ZTS,Health Care,1952,US/CA,12100,BBB,BBB,Public Company,468.1,165.53,81496.0,7776.0,5621.0,3251.0,2845.0,2090.0,3485.0,2603.0,13900.0,6792.0,4544.0,4.43,5.27,14,3700.4,5,3340.58,10,77484.59300000001,10.48045267489712,25.067979083358967,28.645342706502635,37.365688487584656
PG&E Corporation ,NYSE,PCG,Utilities,1905,US/CA,26000,BB-,BB-,Public Company,2087.5,12.5,81332.2,20642.0,6293.0,6811.0,3234.0,212.0,291.0,71060.0,103327.0,46168.0,21223.0,0.107,1.12,16,8211.9,11,5569.04,6,26093.75,3.940131770177308,11.941300836881515,25.149103277674705,116.82242990654206
